Name,Score,Rank,Popularity,Genres,Episodes,Start Date,End Date,Producers,Studios
Aoshima Megu,5.30,10720,12629,Adventure,1,"Jul 12, 2017",?,"None found, add some","None found, add some"
Fastening Days 3,6.15,7884,12845,"Kids, Magic",3,"Sep 6, 2017",?,"None found, add some",Studio Colorido
Dragon Quest X: Boukensha-tachi no Kiseki,N/A,14842,13055,"Game, Slice of Life",2,"Aug 7, 2017","Dec 10, 2017",Square Enix,"None found, add some"
Shaonian Jinyiwei 2nd Season,N/A,12769,13364,"Adventure, Mystery, Historical, Romance, Martial Arts",13,"Sep 18, 2017","Jan 11, 2018",Boyan Pictures,"None found, add some"
Nanocore 3rd Season,N/A,11934,13470,"Action, Sci-Fi, Adventure, Mecha, Shounen",20,"Aug 2, 2017","Dec 20, 2017","None found, add some",Coastline Animation Studio
Animation de Tsutaeru: Hibakusha kara no Tegami,N/A,14220,13750,"Historical, Drama",9,"Aug 4, 2017","Sep 18, 2019",NHK,"None found, add some"
Shirotan: Shirotan ga Ippai!,N/A,12892,14333,Kids,24,"Aug 12, 2017","Jun 23, 2018","None found, add some","None found, add some"
Taka no Tsume: Tokyo Comic Con 2017 no Ouen-dan ni Shuunin Kettei!,N/A,13249,14559,"Comedy, Parody",1,"Jul 29, 2017",?,"None found, add some","None found, add some"
Felix x Kamiusagi Rope,N/A,14923,14577,"Slice of Life, Comedy",Unknown,"Sep 3, 2017",?,"None found, add some","None found, add some"
Di Ling Qu,N/A,14768,14695,,18,"Sep 19, 2017","Jan 29, 2018","None found, add some","None found, add some"
DJ Nobunaga,N/A,14779,14950,"Music, Historical, Samurai",6,"Aug 10, 2017","Sep 8, 2017","None found, add some","None found, add some"
Weaving,N/A,13720,15080,Fantasy,1,"Aug 15, 2017",?,"None found, add some",dwarf
Pocari Sweat x Fuji Rock Festival ’17,5.51,10175,15352,Music,1,"Jul 13, 2017",?,"None found, add some","None found, add some"
Tori vs. Buta: Buttobi Pizza Battle,N/A,13464,15392,Music,1,"Jul 17, 2017",?,"None found, add some","None found, add some"
Oshiri Tantei: Mina to Machi no Tuk-tuk Chase,N/A,12279,15608,"Comedy, Kids, Mystery",1,"Aug 2, 2017",?,"None found, add some",Toei Animation
Jingisukan no Jin-kun,N/A,15672,15707,Comedy,10,"Sep 6, 2017","Nov 8, 2017","Production I.G, Anime Beans","None found, add some"
AriKiri,N/A,14275,16050,Slice of Life,4,"Aug 8, 2017","Mar 29, 2018","None found, add some","None found, add some"
Mushinin,N/A,11868,16199,"Samurai, Shounen",Unknown,"Sep 22, 2017",?,"None found, add some","None found, add some"
Gohan Suki,N/A,15121,16487,Slice of Life,10,"Sep 4, 2017","Nov 6, 2017",Anime Beans,"None found, add some"
Gori Papa Ikka no Nougyou wa Omoshiroi,N/A,15140,16950,Slice of Life,1,"Aug 23, 2017",?,"None found, add some","None found, add some"
Zhiqu Yang Xuetang: Diqiu Jianianhua,N/A,14060,18142,"Adventure, Comedy, Kids",26,"Jul 19, 2017",2017,"None found, add some","None found, add some"
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,8.29,237,77,"Adventure, Comedy, Parody, Supernatural, Fantasy",10,"Jan 12, 2017","Mar 16, 2017","Kadokawa Shoten, Nippon Columbia, KlockWorx, Sony Music Communications, Toranoana, 81 Produce, Kadokawa Media House",Studio Deen
Mahoutsukai no Yome: Hoshi Matsu Hito,8.13,394,727,"Slice of Life, Magic, Fantasy, Shounen",3,"Sep 10, 2016","Sep 9, 2017","Production I.G, flying DOG",Wit Studio
Shokugeki no Souma: Ni no Sara OVA,7.50,1630,1253,"Ecchi, School, Shounen",2,"May 1, 2017","Jul 4, 2017","Warner Bros. Japan, Shueisha",J.C.Staff
Bungou Stray Dogs: Hitori Ayumu,7.66,1140,1371,"Action, Mystery, Seinen, Super Power, Supernatural",1,"Aug 4, 2017",?,"None found, add some",Bones
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,7.81,839,1773,"Action, Mystery, Supernatural, Drama",8,"Oct 26, 2016","Sep 27, 2017","Aniplex, Kodansha",Shaft
Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,7.78,878,2945,"Fantasy, Romance, Shoujo",1,"Sep 13, 2017",?,NHK,Madhouse
Kimi no Hikari: Asagao to Kase-san.,7.25,2645,3139,"Music, Romance, School, Shoujo Ai",1,"Jul 25, 2017",?,Pony Canyon,Zexcs
Haikyuu!!: Tokushuu! Haru-kou Volley ni Kaketa Seishun,7.53,1523,3397,"School, Shounen, Sports",1,"Aug 4, 2017",?,"None found, add some",Production I.G
UQ Holder!: Mahou Sensei Negima! 2 (OVA),7.20,2874,3823,"Action, Sci-Fi, Magic, Fantasy, Shounen",3,"Sep 8, 2017","Jun 8, 2018",Kodansha,J.C.Staff
Tamashii Insert,6.88,?,4286,Hentai,2,"Jul 7, 2017","Oct 6, 2017",Mary Jane,"None found, add some"
Oide yo! Mizuryuu Kei Land,7.22,?,4634,Hentai,2,"Aug 25, 2017","Sep 29, 2017",Lune Pictures,T-Rex
Mayoiga no Oneesan The Animation,6.96,?,4766,Hentai,1,"Jul 7, 2017",?,"None found, add some",T-Rex
Honoo no Haramase Oppai: Ero Appli Gakuen The Animation,7.17,?,5197,"Harem, Hentai, School",2,"Aug 25, 2017","Mar 30, 2018",Pink Pineapple,Seven
Binan Koukou Chikyuu Boueibu LOVE! LOVE! LOVE!,6.82,4449,5803,"Slice of Life, Comedy, Parody, Magic, School",1,"Aug 26, 2017",?,Sotsu,Studio Comet
Boku dake no Hentai Kanojo The Animation,6.23,?,6028,Hentai,1,"Aug 4, 2017",?,"None found, add some",Studio 1st
Escha Chron,6.46,6272,6075,"Sci-Fi, Music, Slice of Life",2,"Jul 15, 2017",?,"DIVE II Entertainment, Avex Pictures",Lerche
Boku dake no Hentai Kanojo Motto♥ The Animation,6.23,?,6131,Hentai,1,"Sep 1, 2017",?,"None found, add some","None found, add some"
Toriko no Kusari: Shojo-tachi wo Yogosu Midara na Kusabi,6.51,?,6434,Hentai,2,"Jul 7, 2017","Sep 8, 2017",Mary Jane,BreakBottle
Ichigo Chocola Flavor,6.14,?,6886,Hentai,2,"Jul 14, 2017","Aug 25, 2017","None found, add some",Queen Bee
Hitozuma Life: One Time Gal,6.41,?,7054,Hentai,2,"Sep 8, 2017","Dec 8, 2017",EDGE,"None found, add some"
Otome*Domain The Animation,6.74,?,7400,Hentai,1,"Sep 29, 2017",?,Pink Pineapple,T-Rex
Swamp Stamp Anime Edition,5.75,?,7504,Hentai,1,"Jul 7, 2017",?,"None found, add some",Studio 9 Maiami
Implicity,5.96,?,7611,Hentai,2,"Sep 22, 2017","Nov 24, 2017",Mediabank,Queen Bee
Teakamamire no Tenshi The Animation,6.12,?,8497,Hentai,1,"Jul 28, 2017",?,Pink Pineapple,"None found, add some"
Inyouchuu Shoku: Harami Ochiru Shoujo-tachi Anime Edition,4.87,?,8629,"Hentai, Demons",1,"Aug 4, 2017",?,"None found, add some",Studio 9 Maiami
Jukujo Shigan,5.44,?,9594,Hentai,1,"Sep 29, 2017",?,ZIZ Entertainment (ZIZ),"None found, add some"
No Game No Life: Zero,8.26,255,176,"Game, Supernatural, Drama, Romance, Fantasy",1,"Jul 15, 2017",?,"Frontier Works, Movic, AT-X, Kadokawa",Madhouse
"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",6.08,8213,1038,"Romance, Sci-Fi",1,"Aug 18, 2017",?,"Aniplex, Toho, Lawson HMV Entertainment, Toy's Factory, JR East Marketing & Communications, Kadokawa, LINE Corporation, Toho Music",Shaft
Mary to Majo no Hana,7.26,2586,1885,"Adventure, Fantasy, Magic",1,"Jul 8, 2017",?,"Khara, Dentsu, Yomiuri Telecasting, Toho, Nippon Television Network, Amuse, Hakuhodo DY Media Partners, Lawson, Kadokawa, Sapporo Television Broadcasting, Miyagi Television Broadcasting, Shizuoka Daiichi Television, Chukyo TV Broadcasting, Hiroshima Television, Fukuoka Broadcasting System, LINE Corporation, Walt Disney Japan, KEN ON, D.N. Dream Partners, Yomiuri Shimbun",Studio Ponoc
Haikyuu!! Movie 3: Sainou to Sense,8.08,451,2361,"Comedy, Drama, School, Shounen, Sports",1,"Sep 15, 2017",?,"None found, add some",Production I.G
Haikyuu!! Movie 4: Concept no Tatakai,8.12,400,2416,"Comedy, Drama, School, Shounen, Sports",1,"Sep 29, 2017",?,"None found, add some",Production I.G
Digimon Adventure tri. 5: Kyousei,7.18,2928,2655,"Action, Adventure, Comedy, Drama",1,"Sep 30, 2017",?,Sonilude,Toei Animation
Pokemon Movie 20: Kimi ni Kimeta!,7.07,3411,2682,"Action, Adventure, Comedy, Kids",1,"Jul 15, 2017",?,"TV Tokyo, Toho, Shogakukan, JR East Marketing & Communications",OLM
Kimi no Koe wo Todoketai,7.06,3476,3216,Drama,1,"Aug 25, 2017",?,"Lantis, Tohokushinsha Film Corporation, GYAO!, Kadokawa",Madhouse
Free! Movie 2: Timeless Medley - Yakusoku,7.60,1289,3291,"School, Slice of Life, Sports",1,"Jul 1, 2017",?,"None found, add some",Kyoto Animation
No Game No Life: Zero - Manner Movie,6.84,4395,3556,Comedy,1,"Jul 15, 2017",?,"None found, add some",Madhouse
Hibike! Euphonium Movie 2: Todoketai Melody,7.76,914,3715,"Drama, Music, School",1,"Sep 30, 2017",?,"Lantis, Shochiku, Pony Canyon",Kyoto Animation
Koukyoushihen Eureka Seven Hi-Evolution 1,6.30,7090,4411,"Adventure, Drama, Mecha, Sci-Fi",1,"Sep 16, 2017",?,"Bandai Visual, Mainichi Broadcasting System, Showgate, Bandai Namco Entertainment, Hakuhodo DY Music & Pictures",Bones
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,8.01,539,4825,"Drama, Fantasy, Magic, Slice of Life",1,"Jul 8, 2017",?,Pony Canyon,Studio Gokumi
Mahou Shoujo Lyrical Nanoha: Reflection,7.46,1747,4859,"Action, Drama, Magic, Sci-Fi",1,"Jul 22, 2017",?,Shochiku,Seven Arcs Pictures
Free! Movie 2: Timeless Medley - Yakusoku: Character Butai Aisatsu,6.74,4828,7032,Comedy,4,"Jul 1, 2017",?,"None found, add some",Kyoto Animation
Hibike! Euphonium Movie: Photo Session e Youkoso,6.10,8078,8440,Comedy,3,"Sep 30, 2017",?,"None found, add some",Kyoto Animation
Yuuki Yuuna wa Yuushabu Shozoku 3,6.55,5791,8457,"Slice of Life, Comedy, Magic, Fantasy",1,"Jul 8, 2017",?,"None found, add some",W-Toon Studio
3-Nen D-Gumi Glass no Kamen: Tobidase! Watashitachi no Victory Road,N/A,14135,12191,"Comedy, Parody, School",1,"Jul 22, 2017",?,"None found, add some",DLE
Dahufa,6.71,4982,12227,"Action, Adventure, Fantasy",1,"Jul 13, 2017",?,"Beijing Enlight Pictures, Horgos Coloroom Pictures Co., Ltd.",Nice Boat Animation
Abstract feat. Alkama,5.21,10919,12464,Dementia,1,"Aug 19, 2017",?,"None found, add some","None found, add some"
So-na-gi,N/A,12985,14311,"Drama, Romance",1,"Aug 31, 2017",?,"None found, add some",Studio Meditation With a Pencil
A Tang Qi Yu,N/A,14146,14828,"Adventure, Comedy, Kids",1,"Jul 21, 2017",?,"None found, add some",Light Chaser Animation Studios
Junk Head,N/A,15711,15028,"Action, Sci-Fi, Adventure, Comedy, Thriller",1,"Jul 23, 2017",?,"None found, add some","None found, add some"
Bonobono: Uchuu kara Kita Tomodachi,N/A,14449,15210,"Adventure, Comedy, Kids",1,"Sep 16, 2017",?,"None found, add some","Eiken, TYO Animations"
Shi Wan Ge Leng Xiaohua Movie 2,N/A,12787,15286,"Action, Adventure, Comedy, Parody, Fantasy",1,"Aug 18, 2017",?,"None found, add some",L²Studio
Kuma no Gakkou: Patissier Jackie to Ohisama no Sweets,N/A,16176,15449,"Comedy, Kids",1,"Aug 25, 2017",?,Toho,"None found, add some"
Sore Ike! Anpanman: Buruburu no Takarasagashi Daibouken!,N/A,13033,15546,"Kids, Fantasy, Comedy",1,"Jul 1, 2017",?,Nippon Television Network,TMS Entertainment
Fuusen Inu Tinny: Nandaka Fushigi na - Kyouryuu no Kuni,N/A,14998,15875,"Adventure, Kids",1,"Aug 25, 2017",?,NHK,Craftar Studios
High & Low: G-Sword (Movie),4.94,11306,12167,"Action, Drama, Shounen",5,"Mar 27, 2017","Mar 31, 2017","None found, add some","None found, add some"
Don't Cry (Movie),N/A,14800,16711,"Action, Sci-Fi, Thriller",1,"Jul 1, 2017",?,"None found, add some","None found, add some"
"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",7.75,946,1083,"Slice of Life, Comedy, Fantasy",1,"Sep 20, 2017",?,"None found, add some",Kyoto Animation
Kobayashi-san Chi no OO Dragon,7.23,2722,1827,"Slice of Life, Comedy, Fantasy",7,"Mar 15, 2017","Sep 20, 2017","None found, add some",Kyoto Animation
"91 Days: Toki no Asase/Subete no Kinou/Ashita, Mata Ashita",6.89,4177,2665,"Action, Historical, Drama",1,"Jul 5, 2017",?,"None found, add some",Shuka
Natsume Yuujinchou Roku Specials,8.40,161,2910,"Slice of Life, Demons, Supernatural, Drama, Shoujo",2,"Sep 27, 2017","Oct 25, 2017",NAZ,Shuka
Tsuki ga Kirei Special,7.28,2503,3410,"Comedy, Romance, School",1,"Sep 27, 2017",?,"Sotsu, flying DOG",feel.
One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,7.88,722,3415,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",1,"Aug 26, 2017",?,"None found, add some",Toei Animation
Kuroko no Basket: Last Game NG-shuu,7.74,961,3562,"Comedy, Sports, Shounen",1,"Sep 27, 2017",?,Bandai Visual,Production I.G
Sword Art Online Movie: Ordinal Scale - Sword Art Offline,6.85,4333,3849,Comedy,1,"Sep 27, 2017",?,"None found, add some","None found, add some"
Owarimonogatari 2nd Season Recaps,7.84,780,3874,"Mystery, Comedy, Supernatural, Vampire",2,"Aug 12, 2017","Aug 13, 2017","None found, add some",Shaft
Fate/Apocrypha Recaps,6.40,6597,4470,"Action, Historical, Supernatural, Drama, Magic, Fantasy",2,"Sep 24, 2017","Nov 18, 2017","None found, add some",A-1 Pictures
Brave Witches: Petersburg Daisenryaku,7.01,3719,5461,"Action, Ecchi, Magic, Military, Sci-Fi",1,"Aug 25, 2017",?,"Nippon Columbia, KlockWorx, Glovision, Sony PCL, Kadokawa Media House, Sanyo Bussan, Kadokawa",SILVER LINK.
A-Channel: Nabe wo Tabeyou,6.86,4272,5946,"Comedy, School, Seinen, Slice of Life",1,"Sep 27, 2017",?,Aniplex,Studio Gokumi
Princess Principal Picture Drama,6.36,6803,6117,"Action, Drama, Mystery",6,"Sep 27, 2017","Feb 23, 2018","Bandai Visual, Lantis, Movic, Medicos Entertainment","Actas, Studio 3Hz"
Hand Shakers: Go ago Go,5.61,9896,6302,Action,1,"Jul 26, 2017",?,"None found, add some",GoHands
Love Live! Sunshine!! Recap,6.78,4656,6572,Music,1,"Sep 30, 2017",?,"None found, add some",Sunrise
"Sou: Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?-hen",5.49,10237,8122,Slice of Life,1,"Aug 9, 2017",?,"None found, add some",Shaft
Benghuai 3: Reburn,6.87,4255,8231,"Action, Mecha",1,"Sep 30, 2017",?,MiHoYoAnime,Dancing CG Studio
"Kabuki-bu!: Oogiri ""Chiyocolate-gassen""",6.17,7785,9840,School,1,"Sep 27, 2017",?,"Kadokawa Shoten, Pony Canyon",Studio Deen
Magic-kyun! First Live: Hoshinomori Summer Festa 2017 Encore Animation,6.58,5638,11389,"Music, Magic, Romance, School",1,"Sep 20, 2017",?,"None found, add some","None found, add some"
The iDOLM@STER Cinderella Girls: 5th Live Tour Serendipity Parade!!! Manner Movie,N/A,13357,12225,Comedy,1,"Aug 12, 2017",?,"None found, add some","None found, add some"
Onagawa Chuu Baske Bu: 5-nin no Natsu,N/A,12208,14218,Sports,1,"Aug 25, 2017",?,NHK,"None found, add some"
Higanjima X: Aniki,N/A,15357,14428,"Fantasy, Horror, Seinen, Vampire",1,"Aug 30, 2017",?,"None found, add some","None found, add some"
Plus Kouji,N/A,12429,16823,Slice of Life,2,"Aug 28, 2017","Feb 1, 2019","None found, add some","None found, add some"
High & Low: G-Sword (Special),N/A,15361,15373,"Action, Drama, Shounen",1,"Oct 17, 2017",?,"None found, add some","None found, add some"
Rokudenashi Majutsu Koushi to Akashic Records,7.17,2968,262,"Action, Magic, Fantasy, School",12,"Apr 4, 2017","Jun 20, 2017","Media Factory, AT-X, Kadokawa Pictures Japan, Ultra Super Pictures, Tohokushinsha Film Corporation, Sony Music Communications, Fujimi Shobo, Kanetsu Investment",LIDENFILMS
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,7.04,3572,451,"Action, Adventure, Fantasy",12,"Apr 15, 2017","Jul 1, 2017","Genco, Movic, Warner Bros. Japan, KlockWorx, SoftBank Creative, MAGES., Hakuhodo DY Music & Pictures, FuRyu, Imagine",J.C.Staff
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,7.70,1055,527,"Sci-Fi, Drama, Romance, Fantasy",12,"Apr 11, 2017","Jun 27, 2017","Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx, Kadokawa Media House, Production Ace","Satelight, C2C"
Renai Boukun,6.66,5247,552,"Harem, Comedy, Supernatural, Romance, Ecchi, School",12,"Apr 7, 2017","Jun 23, 2017","TV Tokyo, Sotsu, Half H.P Studio, DIVE II Entertainment, Avex Pictures",EMT Squared
Saenai Heroine no Sodatekata ♭,7.51,1578,293,"Harem, Comedy, Romance, Ecchi, School",12,"Jan 16, 2015","Mar 27, 2015","Aniplex, Dentsu, Fuji TV, Half H.P Studio, Cospa, Fujipacific Music, Good Smile Company, Kyoraku Industrial Holdings, Kansai Telecasting, Fujimi Shobo",A-1 Pictures
Zero kara Hajimeru Mahou no Sho,7.08,3405,791,"Action, Adventure, Magic, Fantasy",12,"Apr 10, 2017","Jun 26, 2017","Sotsu, Lantis, Half H.P Studio, Happinet Pictures, Infinite",White Fox
Berserk 2nd Season,6.60,5514,1218,"Action, Adventure, Horror, Demons, Supernatural, Drama, Magic, Fantasy",12,"Apr 7, 2017","Jun 23, 2017","WOWOW, Mainichi Broadcasting System, Hakusensha, Ultra Super Pictures, LIDENFILMS, NBCUniversal Entertainment Japan, Lucent Pictures Entertainment, Docomo Anime Store, Koei Tecmo Games","Millepensee, GEMBA"
Clockwork Planet,6.45,6336,1222,"Fantasy, Sci-Fi",12,"Apr 7, 2017","Jun 23, 2017","TBS, Kodansha, NBCUniversal Entertainment Japan, NichiNare, GYAO!, Akatsuki",Xebec
Sin: Nanatsu no Taizai,5.70,9627,1335,"Ecchi, Fantasy",12,"Apr 15, 2017","Jul 29, 2017","Genco, Lantis, AT-X, Hobby Japan, NBCUniversal Entertainment Japan, Kanon Sound, Orchid Seed","Artland, TNK"
Alice to Zouroku,7.11,3273,1516,"Adventure, Mystery, Seinen",12,"Apr 2, 2017","Jun 25, 2017","Bandai Visual, Lantis, Tokuma Shoten, Tokyo MX, Hakuhodo DY Music & Pictures, Sony PCL",J.C.Staff
Fukumenkei Noise,6.99,3786,1581,"Music, Drama, Romance, School, Shoujo",12,"Apr 11, 2017","Jun 27, 2017","Shogakukan-Shueisha Productions, Nihon Ad Systems, Hakusensha, Warner Bros. Japan, KlockWorx, BS Fuji, Kansai Telecasting",Brain's Base
Hinako Note,6.76,4739,1737,"Comedy, Slice of Life",12,"Apr 7, 2017","Jun 23, 2017","Media Factory, AT-X, Enterbrain, Sony Music Communications",Passione
Kenka Banchou Otome: Girl Beats Boys,6.43,6465,2078,"Action, Martial Arts, School, Shoujo",12,"Apr 12, 2017","Jun 28, 2017","Grooove, DMM.com","Project No.9, A-Real"
Uchouten Kazoku 2,8.12,406,2340,"Comedy, Demons, Drama, Fantasy, Slice of Life",12,"Apr 9, 2017","Jun 25, 2017","Lantis, KBS, Good Smile Company, Docomo Anime Store, Yomiuri TV Enterprise, DMM.com, Cygames",P.A. Works
Souryo to Majiwaru Shikiyoku no Yoru ni...,4.64,11546,2794,"Drama, Ecchi, Romance",12,"Apr 3, 2017","Jun 19, 2017","Kujou-kun no Bonnou wo Mimamoru-kai, Cloud22",Seven
Atom: The Beginning,6.84,4376,3342,"Action, Sci-Fi, Mecha, Seinen",12,"Apr 15, 2017","Jul 8, 2017","NHK, Tezuka Productions, Studio Mausu, NBCUniversal Entertainment Japan, Hakuhodo DY Music & Pictures, Fields","Production I.G, OLM, Signal.MD"
Room Mate,4.75,11458,3691,"Harem, Slice of Life",12,"Apr 12, 2017","Jun 28, 2017",Smiral Animation,Typhoon Graphics
Sekai no Yami Zukan,4.69,11501,3887,"Horror, Supernatural",13,"Apr 3, 2017","Jun 26, 2017",TV Tokyo,ILCA
ID-0,6.56,5732,4058,"Sci-Fi, Space, Mecha",12,"Apr 9, 2017","Jun 25, 2017","Bandai Visual, Lantis, Ultra Super Pictures, World Cosplay Summit",SANZIGEN
Warau Salesman New,6.27,7256,4291,"Comedy, Drama, Seinen",12,"Apr 3, 2017","Jun 19, 2017","TMS Entertainment, Nippon Columbia, Shogakukan Music & Digital Entertainment",Shin-Ei Animation
Starmyu 2nd Season,7.32,2301,4442,"Music, Slice of Life, School",12,"Apr 4, 2017","Jun 20, 2017",NBCUniversal Entertainment Japan,C-Station
Twin Angel Break,5.90,8933,4904,"Drama, Magic",12,"Apr 7, 2017","Jun 23, 2017","Media Factory, Sammy",J.C.Staff
Makeruna!! Aku no Gundan!,5.31,10715,9699,"Comedy, Shounen",12,"Apr 5, 2017","Jun 21, 2017",Bushiroad,Tatsunoko Production
World Fool News (TV) Part II,5.79,9273,10997,"Slice of Life, Comedy",12,"Apr 2, 2017","Jun 18, 2017",CoMix Wave Films,"None found, add some"
An Ling Yu Shi Di Qi,6.01,8501,11752,"Sci-Fi, Adventure, Kids",13,"Mar 27, 2017","Apr 6, 2017","None found, add some","None found, add some"
Yousei Land Mukashibanashi,4.92,11332,12044,"Comedy, Historical, Fantasy",12,"Apr 10, 2017","Jun 26, 2017","None found, add some","None found, add some"
"""Eikou Naki Tensai-tachi"" Kara no Monogatari",N/A,14119,12295,Sports,2,"Mar 25, 2017","May 28, 2017",NHK,J.C.Staff
Ba La La Xiao Mo Xian Zhi: Feiyue Cai Ling Bao 2nd Season,N/A,14321,12309,"Comedy, Magic, Shoujo",26,"May 9, 2017","Jun 3, 2017","B.CMAY PICTURES, Alpha Group Co. Ltd.",Qianqi Animation
Akindo Sei no Little Peso,N/A,14190,13320,"Sci-Fi, Comedy",12,"Apr 3, 2017","Jun 19, 2017","None found, add some",Fanworks
Otona no Ikkyuu-san 2nd Season,N/A,12298,15817,"Comedy, Historical",13,"Apr 4, 2017","Jun 27, 2017","None found, add some","None found, add some"
Xiong Chumo: Xiongxiong Leyuan,N/A,13852,16171,"Adventure, Comedy, Kids",52,"Apr 28, 2017","May 1, 2017","None found, add some","None found, add some"
Kimoshiba 2,N/A,15994,16377,"Comedy, Horror, Kids, Supernatural",13,"Apr 2, 2017","Jun 25, 2017","None found, add some",Jinnis Animation Studios
Malta no Bouken Season 3,N/A,16378,17635,"Adventure, Kids",12,"May 5, 2017","Jul 21, 2017","None found, add some","None found, add some"
Little Witch Academia (TV),7.86,747,299,"Adventure, Comedy, Fantasy, Magic, School",25,"Jan 9, 2017","Jun 26, 2017","Ultra Super Pictures, TOHO animation, Good Smile Company",Trigger
Yowamushi Pedal: New Generation,7.67,1114,2101,"Comedy, Sports, Drama, Shounen",25,"Jan 10, 2017","Jun 27, 2017","TV Tokyo, Shogakukan-Shueisha Productions, TOHO animation, Akita Shoten",TMS Entertainment
Tiger Mask W,6.95,3918,3966,"Action, Sports, Drama, Shounen",38,"Oct 2, 2016","Jul 2, 2017",TV Asahi,Toei Animation
KochinPa! Dainiki,4.74,11469,10500,Comedy,24,"Dec 6, 2016","May 16, 2017","None found, add some","None found, add some"
Pikaia!!,6.04,8403,10766,"Drama, Kids, Slice of Life",13,"Apr 29, 2015","Jul 30, 2015",NHK,"Production I.G, OLM"
Telemonster,N/A,13315,13688,Adventure,52,"Feb 28, 2016","Jul 9, 2017","None found, add some","None found, add some"
Chobitto Zukan,N/A,14609,15057,"Fantasy, Kids",52,"Jul 7, 2016","Jun 29, 2017","None found, add some",Kachidoki Studio
Demi-chan wa Kataritai: Demi-chan no Natsuyasumi,7.51,1592,1965,"Comedy, Vampire, Fantasy, School, Seinen",1,"Jun 29, 2017",?,"None found, add some",A-1 Pictures
Kakuchou Shoujo-kei Trinary,6.01,8521,3615,Sci-Fi,34,"Apr 12, 2017","Nov 29, 2017","Toei Animation, Koei Tecmo Games",feel.
Seikaisuru Kado: Ninovo,6.70,5040,4275,Sci-Fi,1,"Apr 6, 2017",?,"None found, add some",Toei Animation
Sin: Nanatsu no Taizai Zange-roku,5.90,8928,4988,"Ecchi, Fantasy",12,"Apr 14, 2017","Jun 25, 2017","None found, add some","Artland, TNK"
Hiyoko no Basket Movie: Last Game 0401,7.31,2346,5544,"Parody, Sports",1,"Apr 1, 2017",?,"None found, add some","None found, add some"
Soutai Sekai,5.78,9333,5975,Sci-Fi,2,"Apr 28, 2017","May 5, 2017",Hulu,Craftar Studios
Kemono Friends: Bus-teki,6.60,5537,6874,"Comedy, Fantasy",1,"Apr 4, 2017",?,"None found, add some",Yaoyorozu
Guomin Laogong Dai Huijia 2nd season,6.43,6458,7100,"Drama, Romance, School",12,"May 1, 2017","Jul 3, 2017","Tencent Penguin Pictures, China Literature Limited",B.CMAY PICTURES
Sono Me ga Mitsumeru Mono,5.35,10619,7353,"Fantasy, Shounen",1,"Jun 19, 2017",?,"None found, add some","None found, add some"
Mahouka x Mameshiba,5.22,10902,7464,"Comedy, Parody",4,"May 24, 2017","Jun 27, 2017","None found, add some","None found, add some"
Dies Irae: Irasshai Zonnenji,5.59,9947,8467,"Comedy, Parody",18,"Jun 28, 2017","Oct 18, 2017","None found, add some",A.C.G.T.
Eievui to Colorful Friends,6.17,7767,8948,Slice of Life,1,"May 8, 2017",?,Nintendo,"None found, add some"
BOY's LOVE Nitro+CHiRAL,5.07,11158,9278,"Comedy, Parody",5,"Apr 1, 2017",?,Nitroplus,"None found, add some"
Zannen Onna Kanbu Black General-san,5.84,9129,9426,"Comedy, Super Power, Shounen",10,"Jun 5, 2017","Jul 21, 2017","Kadokawa, Anime Beans",Oddjob
Ultrasonico,5.05,11186,9537,"Parody, Super Power",1,"Apr 1, 2017",?,"None found, add some","None found, add some"
Arad: Suming Zhi Men,6.16,7799,10127,"Action, Adventure, Fantasy",20,"Apr 28, 2017","Sep 1, 2017","Tohokushinsha Film Corporation, Tencent Animation & Comics, Tencent Games","Success Corp., Dangun Pictures"
"Mon-Soni!: Senritsu no Lucifer, Tada Hitotsu no Hajimari no Uta",6.24,7416,10285,"Action, Game, Music, Fantasy",1,"May 3, 2017",?,XFLAG Pictures,LIDENFILMS
T-sensei,N/A,13202,10866,"Slice of Life, School, Seinen",14,"Jun 5, 2017","Sep 28, 2017","Production I.G, Anime Beans","None found, add some"
Neko ga Kureta Marui Shiawase,6.20,7609,10883,"Slice of Life, Comedy",5,"May 22, 2017","Mar 23, 2018","None found, add some",Yokohama Animation Lab
Crayon Shin-chan Gaiden: O-o-o no Shinnosuke,6.38,6691,11380,"Comedy, Parody, Supernatural, Seinen",13,"May 31, 2017","Aug 23, 2017","None found, add some","None found, add some"
